# Internal Shock Dynamics
# t_e (s) 	 t_a (s) 	 delt_a (s) 	 B_eq (G) 	 Gamma_e 	 E_syn (keV) 	 Gamma_r 	 L_diss (erg/s) 	 nu_c (Hz) 	 nu_m (Hz) 	 shell_index 	 a_syn 	 tau 	 relvel

108536 	 10.6557 	 1.88901 	 148.382 	 2708.47 	 3.07476 	 169.486 	 3.45739e+47 	 1.43778e+17 	 3.04701e+15 	 352 	 0.133347 	 0.000492308 	 0.316334
109286 	 3.28955 	 1.76667 	 421.556 	 22167.5 	 607.186 	 175.867 	 6.36353e+48 	 7.16845e+15 	 5.79876e+17 	 149 	 0.958412 	 0 	 0.719808
109705 	 10.6761 	 1.89852 	 512.052 	 32953.6 	 1575.21 	 169.969 	 7.57185e+48 	 3.46359e+15 	 1.55656e+18 	 522 	 0.989243 	 0.000481866 	 0.796665
110466 	 3.30862 	 1.7752 	 419.023 	 22377.5 	 616.849 	 176.388 	 6.37322e+48 	 7.22925e+15 	 5.87362e+17 	 150 	 0.95929 	 0 	 0.721726
110889 	 10.6966 	 1.90816 	 507.301 	 33046.7 	 1573.88 	 170.452 	 7.54422e+48 	 3.52593e+15 	 1.55084e+18 	 523 	 0.989234 	 0.000471633 	 0.797173
111658 	 3.32778 	 1.7838 	 416.442 	 22582.2 	 626.161 	 176.909 	 6.38111e+48 	 7.29364e+15 	 5.94473e+17 	 151 	 0.960108 	 0 	 0.723577
112084 	 10.7171 	 1.91786 	 502.516 	 33128.6 	 1571.2 	 170.933 	 7.51504e+48 	 3.591e+15 	 1.54384e+18 	 524 	 0.989212 	 0.000208758 	 0.797626
113289 	 10.7378 	 1.92763 	 497.731 	 33203.4 	 1567.67 	 171.414 	 7.48533e+48 	 3.65822e+15 	 1.53605e+18 	 525 	 0.989182 	 0.000203647 	 0.798023
114126 	 10.752 	 1.95312 	 140.708 	 2692.97 	 2.90687 	 170.92 	 3.3219e+47 	 1.57718e+17 	 2.85647e+15 	 351 	 0.133347 	 0.000197544 	 0.31548
114502 	 10.7584 	 1.94869 	 494.344 	 33458.5 	 1580.85 	 171.396 	 7.43391e+48 	 3.65368e+15 	 1.54913e+18 	 526 	 0.989353 	 0.000196248 	 0.799409
115721 	 10.7792 	 1.95856 	 489.541 	 33513.9 	 1575.04 	 171.871 	 7.40223e+48 	 3.72443e+15 	 1.53916e+18 	 527 	 0.989302 	 0.000191481 	 0.799701
116951 	 10.8 	 1.9685 	 484.709 	 33557.7 	 1567.89 	 172.345 	 7.36907e+48 	 3.79827e+15 	 1.52796e+18 	 528 	 0.989239 	 0.000186837 	 0.799938
118192 	 10.8209 	 1.97851 	 479.866 	 33592.1 	 1559.67 	 172.819 	 7.33494e+48 	 3.87496e+15 	 1.51579e+18 	 529 	 0.989164 	 0.000182314 	 0.80012
119444 	 10.8419 	 1.98858 	 475.01 	 33616.9 	 1550.4 	 173.291 	 7.29985e+48 	 3.95462e+15 	 1.50267e+18 	 530 	 0.989079 	 0.000177908 	 0.800248
120101 	 10.8528 	 2.01082 	 134.262 	 2715.33 	 2.851 	 172.804 	 3.25783e+47 	 1.71277e+17 	 2.77104e+15 	 350 	 0.133347 	 0.000173778 	 0.316652
120704 	 10.8629 	 2.01001 	 471.476 	 33820.7 	 1557.4 	 173.271 	 7.24454e+48 	 3.95848e+15 	 1.50963e+18 	 531 	 0.989193 	 0.00017146 	 0.801332
121970 	 10.884 	 2.0202 	 466.626 	 33827.5 	 1546.15 	 173.738 	 7.2081e+48 	 4.04208e+15 	 1.4947e+18 	 532 	 0.989089 	 0.000167345 	 0.801356
123248 	 10.9052 	 2.03047 	 461.738 	 33820.2 	 1533.4 	 174.204 	 7.16976e+48 	 4.12975e+15 	 1.47841e+18 	 533 	 0.988967 	 0.000163335 	 0.801325
124538 	 10.9264 	 2.04081 	 456.856 	 33805.5 	 1519.91 	 174.669 	 7.13098e+48 	 4.22045e+15 	 1.4615e+18 	 534 	 0.988836 	 0.000159427 	 0.801241
125839 	 10.9477 	 2.05122 	 451.953 	 33778.8 	 1505.22 	 175.133 	 7.0908e+48 	 4.31514e+15 	 1.44354e+18 	 535 	 0.98869 	 0.000155618 	 0.801101
126488 	 10.9583 	 2.07315 	 127.781 	 2728.09 	 2.76827 	 174.653 	 3.17717e+47 	 1.86914e+17 	 2.66214e+15 	 349 	 0.133347 	 0.000152071 	 0.317275
127148 	 10.9691 	 2.07304 	 448.301 	 33930.2 	 1506.29 	 175.112 	 7.03234e+48 	 4.32887e+15 	 1.44474e+18 	 536 	 0.988749 	 0.000149981 	 0.801889
128465 	 10.9906 	 2.08359 	 443.409 	 33885 	 1489.78 	 175.571 	 6.99089e+48 	 4.42855e+15 	 1.42517e+18 	 537 	 0.988582 	 0.000146419 	 0.801646
129794 	 11.0122 	 2.09422 	 438.498 	 33827.7 	 1472.12 	 176.029 	 6.94806e+48 	 4.53268e+15 	 1.40462e+18 	 538 	 0.988397 	 0.000142946 	 0.801348
131135 	 11.0338 	 2.10493 	 433.596 	 33762.9 	 1453.86 	 176.485 	 6.90481e+48 	 4.64055e+15 	 1.3836e+18 	 539 	 0.988201 	 0.00013956 	 0.800995
132489 	 11.0555 	 2.11572 	 428.678 	 33686 	 1434.52 	 176.941 	 6.86019e+48 	 4.75327e+15 	 1.36168e+18 	 540 	 0.987986 	 0.000136257 	 0.800586
133318 	 11.0688 	 2.14035 	 121.289 	 2730.53 	 2.65971 	 176.469 	 3.08073e+47 	 2.05053e+17 	 2.53141e+15 	 348 	 0.133347 	 0.00013237 	 0.317372
133852 	 11.0773 	 2.13798 	 424.892 	 33778.1 	 1429.47 	 176.92 	 6.79772e+48 	 4.78033e+15 	 1.35704e+18 	 541 	 0.987978 	 0.000131315 	 0.80108
135222 	 11.0992 	 2.14893 	 419.988 	 33682.3 	 1408.54 	 177.37 	 6.75187e+48 	 4.89944e+15 	 1.33379e+18 	 542 	 0.987736 	 0.000128224 	 0.800566
136606 	 11.1212 	 2.15996 	 415.083 	 33576.7 	 1386.88 	 177.819 	 6.70512e+48 	 5.0235e+15 	 1.30996e+18 	 543 	 0.987477 	 0.000125207 	 0.799995
138002 	 11.1433 	 2.17109 	 410.176 	 33461.4 	 1364.51 	 178.267 	 6.65747e+48 	 5.15273e+15 	 1.28559e+18 	 544 	 0.9872 	 0.000122264 	 0.799368
139412 	 11.1655 	 2.18231 	 405.254 	 33334 	 1341.25 	 178.714 	 6.60843e+48 	 5.28795e+15 	 1.26051e+18 	 545 	 0.986899 	 0.000119392 	 0.798683
140624 	 11.1845 	 2.21272 	 114.829 	 2723.04 	 2.52956 	 178.252 	 2.97067e+47 	 2.26095e+17 	 2.38346e+15 	 347 	 0.133347 	 0.000115392 	 0.316961
140834 	 11.1878 	 2.20506 	 401.375 	 33369.4 	 1331.09 	 178.694 	 6.54293e+48 	 5.331e+15 	 1.2511e+18 	 546 	 0.986816 	 0.000115048 	 0.79888
142262 	 11.2101 	 2.21646 	 396.5 	 33227.6 	 1307 	 179.136 	 6.49361e+48 	 5.47336e+15 	 1.22543e+18 	 547 	 0.986486 	 0.000112356 	 0.798086
143705 	 11.2326 	 2.22796 	 391.584 	 33069.3 	 1281.66 	 179.577 	 6.44196e+48 	 5.6236e+15 	 1.19873e+18 	 548 	 0.986124 	 0.000109729 	 0.797233
145161 	 11.2552 	 2.23956 	 386.668 	 32901.3 	 1255.81 	 180.016 	 6.38938e+48 	 5.78042e+15 	 1.17168e+18 	 549 	 0.985737 	 0.000107163 	 0.79632
146632 	 11.2779 	 2.25128 	 381.782 	 32728.2 	 1229.92 	 180.455 	 6.33681e+48 	 5.94291e+15 	 1.14474e+18 	 550 	 0.98533 	 0.000104659 	 0.795347
148117 	 11.3007 	 2.2631 	 376.883 	 32543.3 	 1203.37 	 180.892 	 6.28283e+48 	 6.11326e+15 	 1.11731e+18 	 551 	 0.984892 	 0.000102212 	 0.794313
148442 	 11.3056 	 2.27957 	 109.282 	 2748.19 	 2.48205 	 180.435 	 2.9145e+47 	 2.47146e+17 	 2.3104e+15 	 346 	 0.133347 	 0.000100036 	 0.318236
149611 	 11.3236 	 2.28652 	 372.956 	 32514.5 	 1188.57 	 180.868 	 6.21429e+48 	 6.17986e+15 	 1.10372e+18 	 552 	 0.984695 	 9.84789e-05 	 0.794153
151118 	 11.3466 	 2.29856 	 368.078 	 32310.9 	 1161.14 	 181.3 	 6.159e+48 	 6.36163e+15 	 1.07568e+18 	 553 	 0.984205 	 9.6183e-05 	 0.793003
152640 	 11.3698 	 2.31073 	 363.203 	 32097.9 	 1133.39 	 181.731 	 6.10274e+48 	 6.55171e+15 	 1.04749e+18 	 554 	 0.983681 	 9.39402e-05 	 0.79179
154179 	 11.3931 	 2.32301 	 358.332 	 31875.4 	 1105.35 	 182.161 	 6.04549e+48 	 6.7506e+15 	 1.01916e+18 	 555 	 0.98312 	 9.17486e-05 	 0.790512
155733 	 11.4165 	 2.33543 	 353.463 	 31643.7 	 1077.07 	 182.589 	 5.98723e+48 	 6.95879e+15 	 9.90749e+17 	 556 	 0.982519 	 8.96072e-05 	 0.789169
156815 	 11.4327 	 2.36321 	 102.936 	 2721.15 	 2.31386 	 182.143 	 2.77945e+47 	 2.75163e+17 	 2.13364e+15 	 345 	 0.133347 	 8.68416e-05 	 0.316793
157301 	 11.4401 	 2.35952 	 349.486 	 31561.7 	 1059.31 	 182.567 	 5.9162e+48 	 7.05285e+15 	 9.74535e+17 	 557 	 0.982188 	 8.59946e-05 	 0.788687
158880 	 11.4637 	 2.37219 	 344.653 	 31314.1 	 1030.71 	 182.991 	 5.85699e+48 	 7.2754e+15 	 9.46033e+17 	 558 	 0.981519 	 8.3989e-05 	 0.78722
160476 	 11.4876 	 2.38501 	 339.81 	 31055 	 1001.79 	 183.413 	 5.79626e+48 	 7.50952e+15 	 9.17368e+17 	 559 	 0.980797 	 8.20283e-05 	 0.785685
162089 	 11.5116 	 2.39798 	 334.984 	 30789.1 	 972.952 	 183.833 	 5.73493e+48 	 7.75422e+15 	 8.88923e+17 	 560 	 0.980027 	 8.01113e-05 	 0.78408
163721 	 11.5357 	 2.4111 	 330.162 	 30514.3 	 944.055 	 184.253 	 5.67249e+48 	 8.01103e+15 	 8.60558e+17 	 561 	 0.9792 	 7.82366e-05 	 0.782405
165371 	 11.56 	 2.42439 	 325.345 	 30230.6 	 915.136 	 184.671 	 5.60895e+48 	 8.28069e+15 	 8.32308e+17 	 562 	 0.978312 	 7.64032e-05 	 0.780659
165789 	 11.5661 	 2.4421 	 97.4306 	 2724.85 	 2.22123 	 184.232 	 2.6939e+47 	 3.0387e+17 	 2.025e+15 	 344 	 0.133347 	 7.49407e-05 	 0.31693
167033 	 11.5845 	 2.44941 	 321.344 	 30087.7 	 895.234 	 184.646 	 5.53456e+48 	 8.41915e+15 	 8.14316e+17 	 563 	 0.977741 	 7.35539e-05 	 0.779773
168713 	 11.6091 	 2.46301 	 316.561 	 29788.9 	 866.413 	 185.059 	 5.46983e+48 	 8.70954e+15 	 7.86341e+17 	 564 	 0.976742 	 7.18285e-05 	 0.777889
170412 	 11.6339 	 2.47679 	 311.783 	 29481.4 	 837.672 	 185.471 	 5.40391e+48 	 9.01498e+15 	 7.58569e+17 	 565 	 0.975665 	 7.01403e-05 	 0.77593
172132 	 11.6589 	 2.49076 	 307.021 	 29167.8 	 809.205 	 185.881 	 5.33722e+48 	 9.33538e+15 	 7.31174e+17 	 566 	 0.974512 	 6.84883e-05 	 0.773893
173873 	 11.6841 	 2.50492 	 302.265 	 28845.7 	 780.883 	 186.29 	 5.26929e+48 	 9.67281e+15 	 7.04034e+17 	 567 	 0.973268 	 6.68716e-05 	 0.771778
175414 	 11.7063 	 2.53875 	 91.3303 	 2680.42 	 2.03265 	 185.863 	 2.54247e+47 	 3.41363e+17 	 1.83682e+15 	 343 	 0.133347 	 6.45016e-05 	 0.314511
175634 	 11.7095 	 2.53089 	 298.249 	 28656.2 	 760.33 	 186.268 	 5.19231e+48 	 9.86319e+15 	 6.85585e+17 	 568 	 0.972392 	 6.43403e-05 	 0.770517
177409 	 11.7351 	 2.54544 	 293.514 	 28317.5 	 732.259 	 186.671 	 5.12246e+48 	 1.02303e+16 	 6.58847e+17 	 569 	 0.970971 	 6.28168e-05 	 0.768251
179208 	 11.7609 	 2.5602 	 288.807 	 27975.2 	 704.72 	 187.073 	 5.05217e+48 	 1.06152e+16 	 6.32705e+17 	 570 	 0.96945 	 6.13252e-05 	 0.765903
181029 	 11.7869 	 2.57519 	 284.105 	 27624.9 	 677.44 	 187.474 	 4.98049e+48 	 1.10217e+16 	 6.06914e+17 	 571 	 0.967802 	 5.96318e-05 	 0.763469
182876 	 11.8132 	 2.59041 	 279.419 	 27269 	 650.588 	 187.873 	 4.90782e+48 	 1.14498e+16 	 5.81618e+17 	 572 	 0.966026 	 5.82057e-05 	 0.760949
184747 	 11.8397 	 2.60588 	 274.737 	 26905.1 	 624.05 	 188.271 	 4.83366e+48 	 1.19026e+16 	 5.56716e+17 	 573 	 0.964098 	 5.68089e-05 	 0.75834
185749 	 11.8538 	 2.63168 	 85.9725 	 2663.3 	 1.90926 	 187.853 	 2.43463e+47 	 3.80853e+17 	 1.70704e+15 	 342 	 0.133347 	 5.53581e-05 	 0.313558
186640 	 11.8664 	 2.63325 	 270.738 	 26665.6 	 603.989 	 188.247 	 4.753e+48 	 1.21807e+16 	 5.38888e+17 	 574 	 0.962634 	 5.46118e-05 	 0.756592
188554 	 11.8934 	 2.64921 	 266.099 	 26291 	 578.278 	 188.639 	 4.67739e+48 	 1.26747e+16 	 5.14876e+17 	 575 	 0.960425 	 5.32934e-05 	 0.753812
190496 	 11.9207 	 2.66544 	 261.465 	 25908.8 	 552.949 	 189.03 	 4.60015e+48 	 1.31985e+16 	 4.91306e+17 	 576 	 0.95802 	 5.20013e-05 	 0.750939
192467 	 11.9483 	 2.68197 	 256.857 	 25523.6 	 528.26 	 189.419 	 4.52212e+48 	 1.37506e+16 	 4.68405e+17 	 577 	 0.955424 	 5.07349e-05 	 0.747969
194468 	 11.9762 	 2.69879 	 252.253 	 25131.2 	 503.989 	 189.806 	 4.44233e+48 	 1.43369e+16 	 4.45972e+17 	 578 	 0.952592 	 4.94934e-05 	 0.744901
196499 	 12.0044 	 2.71594 	 247.674 	 24736 	 480.376 	 190.192 	 4.36162e+48 	 1.49562e+16 	 4.24215e+17 	 579 	 0.949527 	 4.82763e-05 	 0.741732
196863 	 12.0094 	 2.73267 	 80.7008 	 2635.93 	 1.77359 	 189.784 	 2.31681e+47 	 4.27064e+17 	 1.56961e+15 	 341 	 0.133347 	 4.71606e-05 	 0.312032
198554 	 12.0329 	 2.74508 	 243.711 	 24454.3 	 461.919 	 190.166 	 4.27666e+48 	 1.53662e+16 	 4.07971e+17 	 580 	 0.947051 	 4.6361e-05 	 0.739434
200640 	 12.0617 	 2.76286 	 239.161 	 24047.2 	 439.207 	 190.546 	 4.19339e+48 	 1.60513e+16 	 3.87138e+17 	 581 	 0.943472 	 4.50182e-05 	 0.736071
202760 	 12.0909 	 2.78101 	 234.614 	 23633.3 	 416.98 	 190.925 	 4.10808e+48 	 1.67816e+16 	 3.66817e+17 	 582 	 0.939548 	 4.38931e-05 	 0.7326
204917 	 12.1205 	 2.79953 	 230.103 	 23219.2 	 395.535 	 191.301 	 4.02201e+48 	 1.75536e+16 	 3.47267e+17 	 583 	 0.9353 	 4.27892e-05 	 0.72902
207110 	 12.1505 	 2.81844 	 225.626 	 22805 	 374.859 	 191.676 	 3.93512e+48 	 1.83704e+16 	 3.2847e+17 	 584 	 0.930698 	 4.17061e-05 	 0.725327
208833 	 12.1739 	 2.8536 	 75.0696 	 2566.7 	 1.57666 	 191.282 	 2.15134e+47 	 4.86544e+17 	 1.3844e+15 	 340 	 0.133347 	 4.01936e-05 	 0.308172
209340 	 12.1808 	 2.84947 	 221.68 	 22490.9 	 358.182 	 191.653 	 3.84513e+48 	 1.89494e+16 	 3.13895e+17 	 585 	 0.926776 	 3.9999e-05 	 0.722504
211602 	 12.2116 	 2.8692 	 217.217 	 22063.7 	 338.417 	 192.022 	 3.75445e+48 	 1.98654e+16 	 2.96004e+17 	 586 	 0.921314 	 3.89736e-05 	 0.718593
213905 	 12.2429 	 2.88938 	 212.788 	 21636.7 	 319.417 	 192.389 	 3.66267e+48 	 2.08377e+16 	 2.78852e+17 	 587 	 0.915375 	 3.7967e-05 	 0.714562
216253 	 12.2746 	 2.91003 	 208.36 	 21203.4 	 300.94 	 192.755 	 3.56829e+48 	 2.18808e+16 	 2.62224e+17 	 588 	 0.908826 	 3.68097e-05 	 0.710408
218647 	 12.3068 	 2.93118 	 203.964 	 20770.4 	 283.214 	 193.118 	 3.4726e+48 	 2.29909e+16 	 2.46314e+17 	 589 	 0.901692 	 3.58423e-05 	 0.706128
221088 	 12.3395 	 2.95286 	 199.579 	 20333.5 	 266.086 	 193.479 	 3.37456e+48 	 2.4181e+16 	 2.30986e+17 	 590 	 0.893847 	 3.48923e-05 	 0.70172
221749 	 12.3483 	 2.97343 	 70.0541 	 2520.24 	 1.432 	 193.097 	 2.02162e+47 	 5.51425e+17 	 1.24556e+15 	 339 	 0.133347 	 3.41167e-05 	 0.30557
223571 	 12.3728 	 2.9868 	 195.699 	 19992.4 	 252.2 	 193.454 	 3.27754e+48 	 2.5068e+16 	 2.1896e+17 	 591 	 0.886981 	 3.34029e-05 	 0.698196
226104 	 12.4066 	 3.00957 	 191.355 	 19550.1 	 236.246 	 193.809 	 3.17598e+48 	 2.64101e+16 	 2.04732e+17 	 592 	 0.877688 	 3.25021e-05 	 0.693538
228691 	 12.4411 	 3.03295 	 187.041 	 19108.4 	 221.004 	 194.162 	 3.07271e+48 	 2.78459e+16 	 1.91176e+17 	 593 	 0.867536 	 3.16169e-05 	 0.688742
231336 	 12.4761 	 3.05697 	 182.735 	 18663.2 	 206.344 	 194.513 	 2.96666e+48 	 2.93935e+16 	 1.78172e+17 	 594 	 0.856353 	 3.05952e-05 	 0.683806
234041 	 12.5119 	 3.08166 	 178.468 	 18220.6 	 192.425 	 194.862 	 2.8592e+48 	 3.1049e+16 	 1.65856e+17 	 595 	 0.844184 	 2.9743e-05 	 0.678726
235718 	 12.534 	 3.11551 	 64.7973 	 2436.44 	 1.24687 	 194.494 	 1.85558e+47 	 6.34708e+17 	 1.07674e+15 	 338 	 0.133347 	 2.86773e-05 	 0.300762
236805 	 12.5483 	 3.11881 	 174.636 	 17861 	 180.914 	 194.838 	 2.75441e+48 	 3.23534e+16 	 1.55953e+17 	 596 	 0.833162 	 2.84147e-05 	 0.674531
239628 	 12.5855 	 3.14493 	 170.405 	 17413.9 	 168.097 	 195.181 	 2.64261e+48 	 3.42477e+16 	 1.44651e+17 	 597 	 0.818708 	 2.76057e-05 	 0.66917
242521 	 12.6235 	 3.17184 	 166.21 	 16969.6 	 155.97 	 195.521 	 2.52927e+48 	 3.62832e+16 	 1.33982e+17 	 598 	 0.803 	 2.68103e-05 	 0.663657
245489 	 12.6623 	 3.1996 	 162.021 	 16522 	 144.374 	 195.858 	 2.41286e+48 	 3.84942e+16 	 1.23807e+17 	 599 	 0.785741 	 2.58893e-05 	 0.657986
248534 	 12.702 	 3.22824 	 157.857 	 16075.3 	 133.388 	 196.193 	 2.29443e+48 	 4.08861e+16 	 1.1419e+17 	 600 	 0.766952 	 2.51225e-05 	 0.652156
250868 	 12.7323 	 3.27032 	 59.7468 	 2346.27 	 1.07354 	 195.84 	 1.69266e+47 	 7.3481e+17 	 9.20693e+14 	 337 	 0.133347 	 2.40902e-05 	 0.295498
251659 	 12.7426 	 3.26958 	 154.104 	 15707.6 	 124.313 	 196.171 	 2.18272e+48 	 4.28428e+16 	 1.06433e+17 	 601 	 0.749827 	 2.39389e-05 	 0.647211
254860 	 12.7842 	 3.30011 	 149.99 	 15261 	 114.402 	 196.499 	 2.06116e+48 	 4.56102e+16 	 9.77848e+16 	 602 	 0.72792 	 2.32105e-05 	 0.641068
258153 	 12.8269 	 3.33169 	 145.908 	 14817.3 	 105.085 	 196.825 	 1.9385e+48 	 4.86113e+16 	 8.96725e+16 	 603 	 0.704326 	 2.23647e-05 	 0.634755
261543 	 12.8706 	 3.3644 	 141.848 	 14374.5 	 96.3045 	 197.148 	 1.81452e+48 	 5.18821e+16 	 8.20449e+16 	 604 	 0.678905 	 2.1662e-05 	 0.628268
265037 	 12.9156 	 3.3983 	 137.819 	 13934.5 	 88.0718 	 197.468 	 1.69009e+48 	 5.54436e+16 	 7.49095e+16 	 605 	 0.651735 	 2.09706e-05 	 0.621603
267346 	 12.9452 	 3.43969 	 54.901 	 2249.93 	 0.913097 	 197.13 	 1.53372e+47 	 8.56097e+17 	 7.77968e+14 	 336 	 0.133347 	 2.01109e-05 	 0.289764
268635 	 12.9618 	 3.44522 	 134.144 	 13562.1 	 81.1933 	 197.446 	 1.57502e+48 	 5.85001e+16 	 6.90669e+16 	 606 	 0.626769 	 1.99183e-05 	 0.615824
272340 	 13.0093 	 3.48168 	 130.167 	 13124.5 	 73.9009 	 197.759 	 1.45097e+48 	 6.26936e+16 	 6.2764e+16 	 607 	 0.596256 	 1.91413e-05 	 0.608813
276168 	 13.0582 	 3.51957 	 126.209 	 12687.8 	 67.0703 	 198.069 	 1.32755e+48 	 6.73054e+16 	 5.68737e+16 	 608 	 0.564022 	 1.8497e-05 	 0.601614
280128 	 13.1087 	 3.559 	 122.288 	 12255.8 	 60.7308 	 198.376 	 1.20648e+48 	 7.23588e+16 	 5.14182e+16 	 609 	 0.530468 	 1.78629e-05 	 0.594224
284229 	 13.1608 	 3.60006 	 118.394 	 11826.6 	 54.8343 	 198.68 	 1.08803e+48 	 7.79272e+16 	 4.63549e+16 	 610 	 0.495676 	 1.71255e-05 	 0.586639
285333 	 13.1748 	 3.62583 	 50.2753 	 2149.18 	 0.767712 	 198.357 	 1.38056e+47 	 1.00328e+18 	 6.50052e+14 	 335 	 0.133347 	 1.66672e-05 	 0.283539
288467 	 13.2146 	 3.65461 	 114.832 	 11460 	 49.9323 	 198.656 	 9.83117e+47 	 8.28752e+16 	 4.22159e+16 	 611 	 0.464481 	 1.61963e-05 	 0.579938
292860 	 13.2703 	 3.69923 	 111.002 	 11036.8 	 44.8342 	 198.953 	 8.72685e+47 	 8.95552e+16 	 3.78492e+16 	 612 	 0.428217 	 1.56057e-05 	 0.571973
297426 	 13.3279 	 3.74587 	 107.195 	 10616.2 	 40.1189 	 199.245 	 7.67284e+47 	 9.69781e+16 	 3.38187e+16 	 613 	 0.391603 	 1.50245e-05 	 0.563802
302176 	 13.3878 	 3.79466 	 103.43 	 10201.8 	 35.7985 	 199.535 	 6.68484e+47 	 1.052e+17 	 3.01331e+16 	 614 	 0.355308 	 1.43484e-05 	 0.555424
305039 	 13.4237 	 3.84239 	 45.6059 	 2021.23 	 0.618661 	 199.229 	 1.21463e+47 	 1.19684e+18 	 5.21552e+14 	 334 	 0.133347 	 1.36957e-05 	 0.275473
307115 	 13.4499 	 3.85751 	 99.9614 	 9843.07 	 32.2043 	 199.514 	 5.84109e+47 	 1.12769e+17 	 2.71106e+16 	 615 	 0.323599 	 1.35111e-05 	 0.54791
312255 	 13.5144 	 3.91104 	 96.2624 	 9436.17 	 28.5418 	 199.795 	 4.98933e+47 	 1.22842e+17 	 2.39935e+16 	 616 	 0.288714 	 1.29708e-05 	 0.539124
317624 	 13.5817 	 3.96726 	 92.6024 	 9035.14 	 25.2074 	 200.072 	 4.21681e+47 	 1.34107e+17 	 2.11611e+16 	 617 	 0.255272 	 1.23419e-05 	 0.530121
323241 	 13.6518 	 4.0264 	 88.9715 	 8638.11 	 22.1675 	 200.346 	 3.5221e+47 	 1.46796e+17 	 1.85838e+16 	 618 	 0.22348 	 1.18217e-05 	 0.520899
326721 	 13.6952 	 4.08153 	 41.2031 	 1892.69 	 0.49214 	 200.057 	 1.06112e+47 	 1.43836e+18 	 4.13174e+14 	 333 	 0.133347 	 1.12351e-05 	 0.267023
329116 	 13.7251 	 4.10042 	 85.6158 	 8292.2 	 19.6553 	 200.325 	 2.95689e+47 	 1.58849e+17 	 1.64793e+16 	 619 	 0.196779 	 1.10722e-05 	 0.51252
335265 	 13.8017 	 4.16602 	 82.0538 	 7903.88 	 17.1371 	 200.59 	 2.41317e+47 	 1.74809e+17 	 1.43491e+16 	 620 	 0.168972 	 1.04892e-05 	 0.502866
341730 	 13.8821 	 4.23533 	 78.5449 	 7524.32 	 14.8859 	 200.851 	 1.94813e+47 	 1.92829e+17 	 1.2448e+16 	 621 	 0.143776 	 1.00079e-05 	 0.492984
348537 	 13.9664 	 4.30868 	 75.0707 	 7149.98 	 12.8634 	 201.107 	 1.71021e+47 	 2.13403e+17 	 1.0743e+16 	 622 	 0.133347 	 9.44894e-06 	 0.482872
350688 	 13.993 	 4.34705 	 37.0481 	 1762.95 	 0.385422 	 200.835 	 9.19313e+46 	 1.74427e+18 	 3.22325e+14 	 332 	 0.133347 	 9.12584e-06 	 0.258171
355697 	 14.0551 	 4.39813 	 71.8385 	 6819.34 	 11.1963 	 201.086 	 1.61728e+47 	 2.33719e+17 	 9.35165e+15 	 623 	 0.133347 	 8.7869e-06 	 0.473581
363256 	 14.1486 	 4.48058 	 68.4536 	 6457.81 	 9.57923 	 201.333 	 1.52379e+47 	 2.60282e+17 	 7.9912e+15 	 624 	 0.133347 	 8.34394e-06 	 0.463019
371261 	 14.2473 	 4.56832 	 65.1098 	 6102.67 	 8.14654 	 201.576 	 1.43173e+47 	 2.9097e+17 	 6.78785e+15 	 625 	 0.133347 	 7.83036e-06 	 0.452221
377314 	 14.3218 	 4.65457 	 32.9785 	 1617.1 	 0.289362 	 201.321 	 7.78925e+46 	 2.157e+18 	 2.41407e+14 	 331 	 0.133347 	 7.32679e-06 	 0.247787
379749 	 14.3519 	 4.6736 	 61.9929 	 5788.23 	 6.97721 	 201.558 	 1.34406e+47 	 3.22087e+17 	 5.81406e+15 	 626 	 0.133347 	 7.23314e-06 	 0.442205
388751 	 14.4627 	 4.77339 	 58.7517 	 5448.2 	 5.86509 	 201.79 	 1.25597e+47 	 3.62732e+17 	 4.88171e+15 	 627 	 0.133347 	 6.82827e-06 	 0.430946
398351 	 14.5805 	 4.88027 	 55.558 	 5115.58 	 4.89523 	 202.017 	 1.16974e+47 	 4.10367e+17 	 4.06989e+15 	 628 	 0.133347 	 6.36039e-06 	 0.419448
407060 	 14.6872 	 4.99872 	 29.1941 	 1474.95 	 0.213588 	 201.779 	 6.5414e+46 	 2.69586e+18 	 1.77786e+14 	 330 	 0.133347 	 5.87175e-06 	 0.237114
408608 	 14.7062 	 5.00673 	 52.5716 	 4819.33 	 4.1108 	 202.001 	 1.08817e+47 	 4.60191e+17 	 3.41798e+15 	 629 	 0.133347 	 5.82735e-06 	 0.408692
419565 	 14.8405 	 5.13001 	 49.4857 	 4502.24 	 3.38068 	 202.217 	 1.00639e+47 	 5.25565e+17 	 2.80791e+15 	 630 	 0.133347 	 5.39402e-06 	 0.396727
431344 	 14.9845 	 5.26305 	 46.4626 	 4194.95 	 2.75852 	 202.428 	 9.27226e+46 	 6.03275e+17 	 2.28877e+15 	 631 	 0.133347 	 5.03949e-06 	 0.384523
440491 	 15.0961 	 5.38639 	 25.6788 	 1336.27 	 0.154529 	 202.207 	 5.4369e+46 	 3.41178e+18 	 1.28354e+14 	 329 	 0.133347 	 4.64407e-06 	 0.226143
444033 	 15.1395 	 5.41873 	 43.6224 	 3918.52 	 2.25963 	 202.412 	 8.52592e+46 	 6.87668e+17 	 1.87499e+15 	 632 	 0.133347 	 4.57026e-06 	 0.373019
