TimeObs (s) 	TimeJet (s) 	Rcoll (cm) 	DSGamma 	DSMass (g) 	UPGamma 	UPMass (g) 	Gammaf 	tau
4.33942e+00	8.81379e+04	2.64217e+15	1.38329e+02	2.79944e+29	4.00000e+02	5.56327e+25	1.38364e+02	0.00000e+00	
4.34169e+00	8.82249e+04	2.64478e+15	1.38364e+02	2.79999e+29	4.00000e+02	5.56327e+25	1.38399e+02	0.00000e+00	
4.34396e+00	8.83119e+04	2.64739e+15	1.38399e+02	2.80055e+29	4.00000e+02	5.56327e+25	1.38434e+02	0.00000e+00	
4.34623e+00	8.83990e+04	2.65000e+15	1.38434e+02	2.80111e+29	4.00000e+02	5.56327e+25	1.38469e+02	0.00000e+00	
4.34851e+00	8.84861e+04	2.65261e+15	1.38469e+02	2.80166e+29	4.00000e+02	5.56327e+25	1.38504e+02	0.00000e+00	
4.35078e+00	8.85733e+04	2.65523e+15	1.38504e+02	2.80222e+29	4.00000e+02	5.56327e+25	1.38539e+02	0.00000e+00	
4.35305e+00	8.86606e+04	2.65784e+15	1.38539e+02	2.80277e+29	4.00000e+02	5.56327e+25	1.38573e+02	0.00000e+00	
4.35532e+00	8.87478e+04	2.66046e+15	1.38573e+02	2.80333e+29	4.00000e+02	5.56327e+25	1.38608e+02	0.00000e+00	
4.35760e+00	8.88352e+04	2.66308e+15	1.38608e+02	2.80389e+29	4.00000e+02	5.56327e+25	1.38643e+02	0.00000e+00	
4.35987e+00	8.89226e+04	2.66570e+15	1.38643e+02	2.80444e+29	4.00000e+02	5.56327e+25	1.38678e+02	0.00000e+00	
4.36214e+00	8.90100e+04	2.66832e+15	1.38678e+02	2.80500e+29	4.00000e+02	5.56327e+25	1.38713e+02	0.00000e+00	
4.36442e+00	8.90975e+04	2.67094e+15	1.38713e+02	2.80556e+29	4.00000e+02	5.56327e+25	1.38748e+02	0.00000e+00	
4.36669e+00	8.91850e+04	2.67356e+15	1.38748e+02	2.80611e+29	4.00000e+02	5.56327e+25	1.38783e+02	0.00000e+00	
4.36896e+00	8.92726e+04	2.67619e+15	1.38783e+02	2.80667e+29	4.00000e+02	5.56327e+25	1.38818e+02	0.00000e+00	
4.37124e+00	8.93602e+04	2.67882e+15	1.38818e+02	2.80722e+29	4.00000e+02	5.56327e+25	1.38853e+02	0.00000e+00	
4.37351e+00	8.94479e+04	2.68145e+15	1.38853e+02	2.80778e+29	4.00000e+02	5.56327e+25	1.38887e+02	0.00000e+00	
4.37579e+00	8.95357e+04	2.68408e+15	1.38887e+02	2.80834e+29	4.00000e+02	5.56327e+25	1.38922e+02	0.00000e+00	
4.37806e+00	8.96234e+04	2.68671e+15	1.38922e+02	2.80889e+29	4.00000e+02	5.56327e+25	1.38957e+02	0.00000e+00	
4.38034e+00	8.97113e+04	2.68934e+15	1.38957e+02	2.80945e+29	4.00000e+02	5.56327e+25	1.38992e+02	0.00000e+00	
4.38261e+00	8.97992e+04	2.69198e+15	1.38992e+02	2.81001e+29	4.00000e+02	5.56327e+25	1.39027e+02	0.00000e+00	
4.38488e+00	8.98871e+04	2.69461e+15	1.39027e+02	2.81056e+29	4.00000e+02	5.56327e+25	1.39061e+02	0.00000e+00	
4.38716e+00	8.99751e+04	2.69725e+15	1.39061e+02	2.81112e+29	4.00000e+02	5.56327e+25	1.39096e+02	0.00000e+00	
4.38943e+00	9.00631e+04	2.69989e+15	1.39096e+02	2.81168e+29	4.00000e+02	5.56327e+25	1.39131e+02	0.00000e+00	
4.39171e+00	9.01512e+04	2.70253e+15	1.39131e+02	2.81223e+29	4.00000e+02	5.56327e+25	1.39166e+02	0.00000e+00	
4.39399e+00	9.02393e+04	2.70517e+15	1.39166e+02	2.81279e+29	4.00000e+02	5.56327e+25	1.39201e+02	0.00000e+00	
4.39626e+00	9.03275e+04	2.70781e+15	1.39201e+02	2.81334e+29	4.00000e+02	5.56327e+25	1.39235e+02	0.00000e+00	
4.39854e+00	9.04158e+04	2.71046e+15	1.39235e+02	2.81390e+29	4.00000e+02	5.56327e+25	1.39270e+02	0.00000e+00	
4.40081e+00	9.05040e+04	2.71311e+15	1.39270e+02	2.81446e+29	4.00000e+02	5.56327e+25	1.39305e+02	0.00000e+00	
4.40309e+00	9.05924e+04	2.71575e+15	1.39305e+02	2.81501e+29	4.00000e+02	5.56327e+25	1.39340e+02	0.00000e+00	
4.40536e+00	9.06808e+04	2.71840e+15	1.39340e+02	2.81557e+29	4.00000e+02	5.56327e+25	1.39374e+02	0.00000e+00	
4.40764e+00	9.07692e+04	2.72106e+15	1.39374e+02	2.81613e+29	4.00000e+02	5.56327e+25	1.39409e+02	0.00000e+00	
4.40992e+00	9.08577e+04	2.72371e+15	1.39409e+02	2.81668e+29	4.00000e+02	5.56327e+25	1.39444e+02	0.00000e+00	
4.41219e+00	9.09462e+04	2.72636e+15	1.39444e+02	2.81724e+29	4.00000e+02	5.56327e+25	1.39478e+02	0.00000e+00	
4.41447e+00	9.10348e+04	2.72902e+15	1.39478e+02	2.81779e+29	4.00000e+02	5.56327e+25	1.39513e+02	0.00000e+00	
4.41675e+00	9.11234e+04	2.73168e+15	1.39513e+02	2.81835e+29	4.00000e+02	5.56327e+25	1.39548e+02	0.00000e+00	
4.41903e+00	9.12121e+04	2.73433e+15	1.39548e+02	2.81891e+29	4.00000e+02	5.56327e+25	1.39582e+02	0.00000e+00	
4.42130e+00	9.13009e+04	2.73699e+15	1.39582e+02	2.81946e+29	4.00000e+02	5.56327e+25	1.39617e+02	0.00000e+00	
4.42358e+00	9.13897e+04	2.73966e+15	1.39617e+02	2.82002e+29	4.00000e+02	5.56327e+25	1.39652e+02	0.00000e+00	
4.42586e+00	9.14785e+04	2.74232e+15	1.39652e+02	2.82058e+29	4.00000e+02	5.56327e+25	1.39686e+02	0.00000e+00	
4.42814e+00	9.15674e+04	2.74498e+15	1.39686e+02	2.82113e+29	4.00000e+02	5.56327e+25	1.39721e+02	0.00000e+00	
4.43041e+00	9.16563e+04	2.74765e+15	1.39721e+02	2.82169e+29	4.00000e+02	5.56327e+25	1.39756e+02	0.00000e+00	
4.43269e+00	9.17453e+04	2.75032e+15	1.39756e+02	2.82225e+29	4.00000e+02	5.56327e+25	1.39790e+02	0.00000e+00	
4.43497e+00	9.18343e+04	2.75299e+15	1.39790e+02	2.82280e+29	4.00000e+02	5.56327e+25	1.39825e+02	0.00000e+00	
4.43725e+00	9.19234e+04	2.75566e+15	1.39825e+02	2.82336e+29	4.00000e+02	5.56327e+25	1.39859e+02	0.00000e+00	
4.43953e+00	9.20126e+04	2.75833e+15	1.39859e+02	2.82391e+29	4.00000e+02	5.56327e+25	1.39894e+02	0.00000e+00	
4.44181e+00	9.21018e+04	2.76100e+15	1.39894e+02	2.82447e+29	4.00000e+02	5.56327e+25	1.39928e+02	0.00000e+00	
4.44408e+00	9.21910e+04	2.76368e+15	1.39928e+02	2.82503e+29	4.00000e+02	5.56327e+25	1.39963e+02	0.00000e+00	
4.44636e+00	9.22803e+04	2.76636e+15	1.39963e+02	2.82558e+29	4.00000e+02	5.56327e+25	1.39998e+02	0.00000e+00	
4.44864e+00	9.23696e+04	2.76903e+15	1.39998e+02	2.82614e+29	4.00000e+02	5.56327e+25	1.40032e+02	0.00000e+00	
4.45092e+00	9.24590e+04	2.77171e+15	1.40032e+02	2.82670e+29	4.00000e+02	5.56327e+25	1.40067e+02	0.00000e+00	
4.45320e+00	9.25485e+04	2.77440e+15	1.40067e+02	2.82725e+29	4.00000e+02	5.56327e+25	1.40101e+02	0.00000e+00	
4.45548e+00	9.26379e+04	2.77708e+15	1.40101e+02	2.82781e+29	4.00000e+02	5.56327e+25	1.40136e+02	0.00000e+00	
4.45776e+00	9.27275e+04	2.77976e+15	1.40136e+02	2.82837e+29	4.00000e+02	5.56327e+25	1.40170e+02	0.00000e+00	
4.46004e+00	9.28171e+04	2.78245e+15	1.40170e+02	2.82892e+29	4.00000e+02	5.56327e+25	1.40205e+02	0.00000e+00	
4.46232e+00	9.29067e+04	2.78514e+15	1.40205e+02	2.82948e+29	4.00000e+02	5.56327e+25	1.40239e+02	0.00000e+00	
4.46460e+00	9.29964e+04	2.78782e+15	1.40239e+02	2.83003e+29	4.00000e+02	5.56327e+25	1.40274e+02	0.00000e+00	
4.46688e+00	9.30862e+04	2.79051e+15	1.40274e+02	2.83059e+29	4.00000e+02	5.56327e+25	1.40308e+02	0.00000e+00	
4.46916e+00	9.31759e+04	2.79321e+15	1.40308e+02	2.83115e+29	4.00000e+02	5.56327e+25	1.40343e+02	0.00000e+00	
4.47144e+00	9.32658e+04	2.79590e+15	1.40343e+02	2.83170e+29	4.00000e+02	5.56327e+25	1.40377e+02	0.00000e+00	
4.47372e+00	9.33557e+04	2.79859e+15	1.40377e+02	2.83226e+29	4.00000e+02	5.56327e+25	1.40411e+02	0.00000e+00	
4.47600e+00	9.34456e+04	2.80129e+15	1.40411e+02	2.83282e+29	4.00000e+02	5.56327e+25	1.40446e+02	0.00000e+00	
4.47829e+00	9.35356e+04	2.80399e+15	1.40446e+02	2.83337e+29	4.00000e+02	5.56327e+25	1.40480e+02	0.00000e+00	
4.48057e+00	9.36257e+04	2.80669e+15	1.40480e+02	2.83393e+29	4.00000e+02	5.56327e+25	1.40515e+02	0.00000e+00	
4.48285e+00	9.37158e+04	2.80939e+15	1.40515e+02	2.83448e+29	4.00000e+02	5.56327e+25	1.40549e+02	0.00000e+00	
4.48513e+00	9.38059e+04	2.81209e+15	1.40549e+02	2.83504e+29	4.00000e+02	5.56327e+25	1.40584e+02	0.00000e+00	
4.48741e+00	9.38961e+04	2.81480e+15	1.40584e+02	2.83560e+29	4.00000e+02	5.56327e+25	1.40618e+02	0.00000e+00	
4.48969e+00	9.39863e+04	2.81750e+15	1.40618e+02	2.83615e+29	4.00000e+02	5.56327e+25	1.40652e+02	0.00000e+00	
4.49198e+00	9.40766e+04	2.82021e+15	1.40652e+02	2.83671e+29	4.00000e+02	5.56327e+25	1.40687e+02	0.00000e+00	
4.49426e+00	9.41670e+04	2.82292e+15	1.40687e+02	2.83727e+29	4.00000e+02	5.56327e+25	1.40721e+02	0.00000e+00	
4.49654e+00	9.42574e+04	2.82563e+15	1.40721e+02	2.83782e+29	4.00000e+02	5.56327e+25	1.40755e+02	0.00000e+00	
4.49882e+00	9.43478e+04	2.82834e+15	1.40755e+02	2.83838e+29	4.00000e+02	5.56327e+25	1.40790e+02	0.00000e+00	
4.50111e+00	9.44383e+04	2.83105e+15	1.40790e+02	2.83894e+29	4.00000e+02	5.56327e+25	1.40824e+02	0.00000e+00	
4.50339e+00	9.45289e+04	2.83376e+15	1.40824e+02	2.83949e+29	4.00000e+02	5.56327e+25	1.40858e+02	0.00000e+00	
4.50567e+00	9.46195e+04	2.83648e+15	1.40858e+02	2.84005e+29	4.00000e+02	5.56327e+25	1.40893e+02	0.00000e+00	
4.50796e+00	9.47101e+04	2.83920e+15	1.40893e+02	2.84060e+29	4.00000e+02	5.56327e+25	1.40927e+02	0.00000e+00	
4.51024e+00	9.48008e+04	2.84192e+15	1.40927e+02	2.84116e+29	4.00000e+02	5.56327e+25	1.40961e+02	0.00000e+00	
4.51252e+00	9.48916e+04	2.84464e+15	1.40961e+02	2.84172e+29	4.00000e+02	5.56327e+25	1.40996e+02	0.00000e+00	
4.51481e+00	9.49824e+04	2.84736e+15	1.40996e+02	2.84227e+29	4.00000e+02	5.56327e+25	1.41030e+02	0.00000e+00	
4.51709e+00	9.50732e+04	2.85008e+15	1.41030e+02	2.84283e+29	4.00000e+02	5.56327e+25	1.41064e+02	0.00000e+00	
4.51938e+00	9.51641e+04	2.85281e+15	1.41064e+02	2.84339e+29	4.00000e+02	5.56327e+25	1.41098e+02	0.00000e+00	
4.52166e+00	9.52551e+04	2.85553e+15	1.41098e+02	2.84394e+29	4.00000e+02	5.56327e+25	1.41133e+02	0.00000e+00	
4.52394e+00	9.53461e+04	2.85826e+15	1.41133e+02	2.84450e+29	4.00000e+02	5.56327e+25	1.41167e+02	0.00000e+00	
4.52623e+00	9.54371e+04	2.86099e+15	1.41167e+02	2.84505e+29	4.00000e+02	5.56327e+25	1.41201e+02	0.00000e+00	
4.52851e+00	9.55282e+04	2.86372e+15	1.41201e+02	2.84561e+29	4.00000e+02	5.56327e+25	1.41235e+02	0.00000e+00	
4.53080e+00	9.56194e+04	2.86646e+15	1.41235e+02	2.84617e+29	4.00000e+02	5.56327e+25	1.41269e+02	0.00000e+00	
4.53308e+00	9.57106e+04	2.86919e+15	1.41269e+02	2.84672e+29	4.00000e+02	5.56327e+25	1.41304e+02	0.00000e+00	
4.53537e+00	9.58018e+04	2.87193e+15	1.41304e+02	2.84728e+29	4.00000e+02	5.56327e+25	1.41338e+02	0.00000e+00	
4.53765e+00	9.58931e+04	2.87466e+15	1.41338e+02	2.84784e+29	4.00000e+02	5.56327e+25	1.41372e+02	0.00000e+00	
4.53994e+00	9.59845e+04	2.87740e+15	1.41372e+02	2.84839e+29	4.00000e+02	5.56327e+25	1.41406e+02	0.00000e+00	
4.54222e+00	9.60759e+04	2.88014e+15	1.41406e+02	2.84895e+29	4.00000e+02	5.56327e+25	1.41440e+02	0.00000e+00	
4.54451e+00	9.61673e+04	2.88288e+15	1.41440e+02	2.84951e+29	4.00000e+02	5.56327e+25	1.41475e+02	0.00000e+00	
4.54680e+00	9.62588e+04	2.88563e+15	1.41475e+02	2.85006e+29	4.00000e+02	5.56327e+25	1.41509e+02	0.00000e+00	
4.54908e+00	9.63504e+04	2.88837e+15	1.41509e+02	2.85062e+29	4.00000e+02	5.56327e+25	1.41543e+02	0.00000e+00	
4.55137e+00	9.64420e+04	2.89112e+15	1.41543e+02	2.85117e+29	4.00000e+02	5.56327e+25	1.41577e+02	0.00000e+00	
4.55365e+00	9.65337e+04	2.89387e+15	1.41577e+02	2.85173e+29	4.00000e+02	5.56327e+25	1.41611e+02	0.00000e+00	
4.55594e+00	9.66254e+04	2.89661e+15	1.41611e+02	2.85229e+29	4.00000e+02	5.56327e+25	1.41645e+02	0.00000e+00	
4.55823e+00	9.67171e+04	2.89937e+15	1.41645e+02	2.85284e+29	4.00000e+02	5.56327e+25	1.41679e+02	0.00000e+00	
4.56052e+00	9.68089e+04	2.90212e+15	1.41679e+02	2.85340e+29	4.00000e+02	5.56327e+25	1.41713e+02	0.00000e+00	
4.56280e+00	9.69008e+04	2.90487e+15	1.41713e+02	2.85396e+29	4.00000e+02	5.56327e+25	1.41748e+02	0.00000e+00	
4.56509e+00	9.69927e+04	2.90763e+15	1.41748e+02	2.85451e+29	4.00000e+02	5.56327e+25	1.41782e+02	0.00000e+00	
4.56738e+00	9.70847e+04	2.91038e+15	1.41782e+02	2.85507e+29	4.00000e+02	5.56327e+25	1.41816e+02	0.00000e+00	
4.56966e+00	9.71767e+04	2.91314e+15	1.41816e+02	2.85563e+29	4.00000e+02	5.56327e+25	1.41850e+02	0.00000e+00	
4.57195e+00	9.72687e+04	2.91590e+15	1.41850e+02	2.85618e+29	4.00000e+02	5.56327e+25	1.41884e+02	0.00000e+00	
4.57424e+00	9.73609e+04	2.91866e+15	1.41884e+02	2.85674e+29	4.00000e+02	5.56327e+25	1.41918e+02	0.00000e+00	
4.57653e+00	9.74530e+04	2.92143e+15	1.41918e+02	2.85729e+29	4.00000e+02	5.56327e+25	1.41952e+02	0.00000e+00	
4.57882e+00	9.75452e+04	2.92419e+15	1.41952e+02	2.85785e+29	4.00000e+02	5.56327e+25	1.41986e+02	0.00000e+00	
4.58110e+00	9.76375e+04	2.92696e+15	1.41986e+02	2.85841e+29	4.00000e+02	5.56327e+25	1.42020e+02	0.00000e+00	
4.58339e+00	9.77298e+04	2.92972e+15	1.42020e+02	2.85896e+29	4.00000e+02	5.56327e+25	1.42054e+02	0.00000e+00	
4.58568e+00	9.78222e+04	2.93249e+15	1.42054e+02	2.85952e+29	4.00000e+02	5.56327e+25	1.42088e+02	0.00000e+00	
4.58797e+00	9.79146e+04	2.93526e+15	1.42088e+02	2.86008e+29	4.00000e+02	5.56327e+25	1.42122e+02	0.00000e+00	
4.59026e+00	9.80071e+04	2.93804e+15	1.42122e+02	2.86063e+29	4.00000e+02	5.56327e+25	1.42156e+02	0.00000e+00	
4.59255e+00	9.80996e+04	2.94081e+15	1.42156e+02	2.86119e+29	4.00000e+02	5.56327e+25	1.42190e+02	0.00000e+00	
4.59484e+00	9.81921e+04	2.94358e+15	1.42190e+02	2.86174e+29	4.00000e+02	5.56327e+25	1.42224e+02	0.00000e+00	
4.59713e+00	9.82848e+04	2.94636e+15	1.42224e+02	2.86230e+29	4.00000e+02	5.56327e+25	1.42258e+02	0.00000e+00	
4.59942e+00	9.83774e+04	2.94914e+15	1.42258e+02	2.86286e+29	4.00000e+02	5.56327e+25	1.42292e+02	0.00000e+00	
4.60171e+00	9.84701e+04	2.95192e+15	1.42292e+02	2.86341e+29	4.00000e+02	5.56327e+25	1.42326e+02	0.00000e+00	
4.60400e+00	9.85629e+04	2.95470e+15	1.42326e+02	2.86397e+29	4.00000e+02	5.56327e+25	1.42360e+02	0.00000e+00	
4.60629e+00	9.86557e+04	2.95748e+15	1.42360e+02	2.86453e+29	4.00000e+02	5.56327e+25	1.42393e+02	0.00000e+00	
4.60858e+00	9.87486e+04	2.96027e+15	1.42393e+02	2.86508e+29	4.00000e+02	5.56327e+25	1.42427e+02	0.00000e+00	
4.61087e+00	9.88415e+04	2.96305e+15	1.42427e+02	2.86564e+29	4.00000e+02	5.56327e+25	1.42461e+02	0.00000e+00	
4.61316e+00	9.89345e+04	2.96584e+15	1.42461e+02	2.86620e+29	4.00000e+02	5.56327e+25	1.42495e+02	0.00000e+00	
4.61545e+00	9.90275e+04	2.96863e+15	1.42495e+02	2.86675e+29	4.00000e+02	5.56327e+25	1.42529e+02	0.00000e+00	
4.61774e+00	9.91206e+04	2.97142e+15	1.42529e+02	2.86731e+29	4.00000e+02	5.56327e+25	1.42563e+02	0.00000e+00	
4.62003e+00	9.92137e+04	2.97421e+15	1.42563e+02	2.86786e+29	4.00000e+02	5.56327e+25	1.42597e+02	0.00000e+00	
4.62232e+00	9.93069e+04	2.97700e+15	1.42597e+02	2.86842e+29	4.00000e+02	5.56327e+25	1.42631e+02	0.00000e+00	
4.62461e+00	9.94001e+04	2.97980e+15	1.42631e+02	2.86898e+29	4.00000e+02	5.56327e+25	1.42664e+02	0.00000e+00	
4.62690e+00	9.94934e+04	2.98259e+15	1.42664e+02	2.86953e+29	4.00000e+02	5.56327e+25	1.42698e+02	0.00000e+00	
4.62920e+00	9.95867e+04	2.98539e+15	1.42698e+02	2.87009e+29	4.00000e+02	5.56327e+25	1.42732e+02	0.00000e+00	
4.63149e+00	9.96801e+04	2.98819e+15	1.42732e+02	2.87065e+29	4.00000e+02	5.56327e+25	1.42766e+02	0.00000e+00	
4.63378e+00	9.97735e+04	2.99099e+15	1.42766e+02	2.87120e+29	4.00000e+02	5.56327e+25	1.42800e+02	0.00000e+00	
4.63607e+00	9.98670e+04	2.99379e+15	1.42800e+02	2.87176e+29	4.00000e+02	5.56327e+25	1.42834e+02	0.00000e+00	
4.63836e+00	9.99605e+04	2.99660e+15	1.42834e+02	2.87231e+29	4.00000e+02	5.56327e+25	1.42867e+02	0.00000e+00	
4.64066e+00	1.00054e+05	2.99940e+15	1.42867e+02	2.87287e+29	4.00000e+02	5.56327e+25	1.42901e+02	0.00000e+00	
4.64295e+00	1.00148e+05	3.00221e+15	1.42901e+02	2.87343e+29	4.00000e+02	5.56327e+25	1.42935e+02	0.00000e+00	
4.64524e+00	1.00241e+05	3.00502e+15	1.42935e+02	2.87398e+29	4.00000e+02	5.56327e+25	1.42969e+02	0.00000e+00	
4.64753e+00	1.00335e+05	3.00783e+15	1.42969e+02	2.87454e+29	4.00000e+02	5.56327e+25	1.43002e+02	0.00000e+00	
4.64983e+00	1.00429e+05	3.01064e+15	1.43002e+02	2.87510e+29	4.00000e+02	5.56327e+25	1.43036e+02	0.00000e+00	
4.65212e+00	1.00523e+05	3.01345e+15	1.43036e+02	2.87565e+29	4.00000e+02	5.56327e+25	1.43070e+02	0.00000e+00	
4.65441e+00	1.00617e+05	3.01627e+15	1.43070e+02	2.87621e+29	4.00000e+02	5.56327e+25	1.43104e+02	0.00000e+00	
4.65671e+00	1.00711e+05	3.01908e+15	1.43104e+02	2.87677e+29	4.00000e+02	5.56327e+25	1.43137e+02	0.00000e+00	
4.65900e+00	1.00805e+05	3.02190e+15	1.43137e+02	2.87732e+29	4.00000e+02	5.56327e+25	1.43171e+02	0.00000e+00	
4.66130e+00	1.00899e+05	3.02472e+15	1.43171e+02	2.87788e+29	4.00000e+02	5.56327e+25	1.43205e+02	0.00000e+00	
4.66359e+00	1.00993e+05	3.02754e+15	1.43205e+02	2.87843e+29	4.00000e+02	5.56327e+25	1.43238e+02	0.00000e+00	
4.66588e+00	1.01087e+05	3.03036e+15	1.43238e+02	2.87899e+29	4.00000e+02	5.56327e+25	1.43272e+02	0.00000e+00	
4.66818e+00	1.01181e+05	3.03319e+15	1.43272e+02	2.87955e+29	4.00000e+02	5.56327e+25	1.43306e+02	0.00000e+00	
4.67047e+00	1.01275e+05	3.03601e+15	1.43306e+02	2.88010e+29	4.00000e+02	5.56327e+25	1.43340e+02	0.00000e+00	
4.67277e+00	1.01370e+05	3.03884e+15	1.43340e+02	2.88066e+29	4.00000e+02	5.56327e+25	1.43373e+02	0.00000e+00	
4.67506e+00	1.01464e+05	3.04167e+15	1.43373e+02	2.88122e+29	4.00000e+02	5.56327e+25	1.43407e+02	0.00000e+00	
4.67736e+00	1.01558e+05	3.04450e+15	1.43407e+02	2.88177e+29	4.00000e+02	5.56327e+25	1.43440e+02	0.00000e+00	
4.67965e+00	1.01653e+05	3.04733e+15	1.43440e+02	2.88233e+29	4.00000e+02	5.56327e+25	1.43474e+02	0.00000e+00	
4.68195e+00	1.01747e+05	3.05016e+15	1.43474e+02	2.88289e+29	4.00000e+02	5.56327e+25	1.43508e+02	0.00000e+00	
4.68424e+00	1.01842e+05	3.05300e+15	1.43508e+02	2.88344e+29	4.00000e+02	5.56327e+25	1.43541e+02	0.00000e+00	
4.68654e+00	1.01936e+05	3.05583e+15	1.43541e+02	2.88400e+29	4.00000e+02	5.56327e+25	1.43575e+02	0.00000e+00	
4.68883e+00	1.02031e+05	3.05867e+15	1.43575e+02	2.88455e+29	4.00000e+02	5.56327e+25	1.43609e+02	0.00000e+00	
4.69113e+00	1.02126e+05	3.06151e+15	1.43609e+02	2.88511e+29	4.00000e+02	5.56327e+25	1.43642e+02	0.00000e+00	
4.69343e+00	1.02221e+05	3.06435e+15	1.43642e+02	2.88567e+29	4.00000e+02	5.56327e+25	1.43676e+02	0.00000e+00	
4.69572e+00	1.02315e+05	3.06719e+15	1.43676e+02	2.88622e+29	4.00000e+02	5.56327e+25	1.43709e+02	0.00000e+00	
4.69802e+00	1.02410e+05	3.07003e+15	1.43709e+02	2.88678e+29	4.00000e+02	5.56327e+25	1.43743e+02	0.00000e+00	
4.70032e+00	1.02505e+05	3.07288e+15	1.43743e+02	2.88734e+29	4.00000e+02	5.56327e+25	1.43776e+02	0.00000e+00	
4.70261e+00	1.02600e+05	3.07573e+15	1.43776e+02	2.88789e+29	4.00000e+02	5.56327e+25	1.43810e+02	0.00000e+00	
4.70491e+00	1.02695e+05	3.07857e+15	1.43810e+02	2.88845e+29	4.00000e+02	5.56327e+25	1.43843e+02	0.00000e+00	
4.70721e+00	1.02790e+05	3.08142e+15	1.43843e+02	2.88900e+29	4.00000e+02	5.56327e+25	1.43877e+02	0.00000e+00	
4.70950e+00	1.02885e+05	3.08427e+15	1.43877e+02	2.88956e+29	4.00000e+02	5.56327e+25	1.43911e+02	0.00000e+00	
4.71180e+00	1.02980e+05	3.08713e+15	1.43911e+02	2.89012e+29	4.00000e+02	5.56327e+25	1.43944e+02	0.00000e+00	
4.71410e+00	1.03076e+05	3.08998e+15	1.43944e+02	2.89067e+29	4.00000e+02	5.56327e+25	1.43978e+02	0.00000e+00	
4.71640e+00	1.03171e+05	3.09284e+15	1.43978e+02	2.89123e+29	4.00000e+02	5.56327e+25	1.44011e+02	0.00000e+00	
4.71869e+00	1.03266e+05	3.09569e+15	1.44011e+02	2.89179e+29	4.00000e+02	5.56327e+25	1.44044e+02	0.00000e+00	
4.72099e+00	1.03361e+05	3.09855e+15	1.44044e+02	2.89234e+29	4.00000e+02	5.56327e+25	1.44078e+02	0.00000e+00	
4.72329e+00	1.03457e+05	3.10141e+15	1.44078e+02	2.89290e+29	4.00000e+02	5.56327e+25	1.44111e+02	0.00000e+00	
4.72559e+00	1.03552e+05	3.10427e+15	1.44111e+02	2.89346e+29	4.00000e+02	5.56327e+25	1.44145e+02	0.00000e+00	
4.72789e+00	1.03648e+05	3.10714e+15	1.44145e+02	2.89401e+29	4.00000e+02	5.56327e+25	1.44178e+02	0.00000e+00	
4.73018e+00	1.03743e+05	3.11000e+15	1.44178e+02	2.89457e+29	4.00000e+02	5.56327e+25	1.44212e+02	0.00000e+00	
4.73248e+00	1.03839e+05	3.11287e+15	1.44212e+02	2.89512e+29	4.00000e+02	5.56327e+25	1.44245e+02	0.00000e+00	
4.73478e+00	1.03935e+05	3.11574e+15	1.44245e+02	2.89568e+29	4.00000e+02	5.56327e+25	1.44279e+02	0.00000e+00	
4.73708e+00	1.04030e+05	3.11861e+15	1.44279e+02	2.89624e+29	4.00000e+02	5.56327e+25	1.44312e+02	0.00000e+00	
4.73938e+00	1.04126e+05	3.12148e+15	1.44312e+02	2.89679e+29	4.00000e+02	5.56327e+25	1.44345e+02	0.00000e+00	
4.74168e+00	1.04222e+05	3.12435e+15	1.44345e+02	2.89735e+29	4.00000e+02	5.56327e+25	1.44379e+02	0.00000e+00	
4.74398e+00	1.04318e+05	3.12722e+15	1.44379e+02	2.89791e+29	4.00000e+02	5.56327e+25	1.44412e+02	0.00000e+00	
4.74628e+00	1.04414e+05	3.13010e+15	1.44412e+02	2.89846e+29	4.00000e+02	5.56327e+25	1.44446e+02	0.00000e+00	
4.74858e+00	1.04510e+05	3.13298e+15	1.44446e+02	2.89902e+29	4.00000e+02	5.56327e+25	1.44479e+02	0.00000e+00	
4.75088e+00	1.04606e+05	3.13586e+15	1.44479e+02	2.89957e+29	4.00000e+02	5.56327e+25	1.44512e+02	0.00000e+00	
4.75318e+00	1.04702e+05	3.13874e+15	1.44512e+02	2.90013e+29	4.00000e+02	5.56327e+25	1.44546e+02	0.00000e+00	
4.75548e+00	1.04798e+05	3.14162e+15	1.44546e+02	2.90069e+29	4.00000e+02	5.56327e+25	1.44579e+02	0.00000e+00	
4.75778e+00	1.04894e+05	3.14450e+15	1.44579e+02	2.90124e+29	4.00000e+02	5.56327e+25	1.44612e+02	0.00000e+00	
4.76008e+00	1.04990e+05	3.14739e+15	1.44612e+02	2.90180e+29	4.00000e+02	5.56327e+25	1.44646e+02	0.00000e+00	
4.76238e+00	1.05087e+05	3.15027e+15	1.44646e+02	2.90236e+29	4.00000e+02	5.56327e+25	1.44679e+02	0.00000e+00	
4.76468e+00	1.05183e+05	3.15316e+15	1.44679e+02	2.90291e+29	4.00000e+02	5.56327e+25	1.44712e+02	0.00000e+00	
4.76698e+00	1.05279e+05	3.15605e+15	1.44712e+02	2.90347e+29	4.00000e+02	5.56327e+25	1.44746e+02	0.00000e+00	
4.76929e+00	1.05376e+05	3.15894e+15	1.44746e+02	2.90403e+29	4.00000e+02	5.56327e+25	1.44779e+02	0.00000e+00	
4.77159e+00	1.05472e+05	3.16183e+15	1.44779e+02	2.90458e+29	4.00000e+02	5.56327e+25	1.44812e+02	0.00000e+00	
