TimeObs (s) 	TimeJet (s) 	Rcoll (cm) 	DSGamma 	DSMass (g) 	UPGamma 	UPMass (g) 	Gammaf 	tau
7.36821e+00	1.26871e+05	3.80326e+15	1.71074e+02	1.78580e+29	3.09031e+02	7.20091e+25	1.71118e+02	6.38788e-04	
2.40490e+00	1.27061e+05	3.80911e+15	2.21628e+02	9.60965e+28	4.93461e+02	4.50959e+25	2.21720e+02	0.00000e+00	
7.37407e+00	1.27214e+05	3.81355e+15	1.71118e+02	1.78652e+29	3.08554e+02	7.21205e+25	1.71161e+02	6.36069e-04	
1.29105e+01	1.27308e+05	3.81620e+15	1.09173e+02	2.03833e+26	1.24513e+02	1.94317e+29	1.24496e+02	6.34538e-04	
2.40766e+00	1.27332e+05	3.81724e+15	2.21720e+02	9.61416e+28	4.93270e+02	4.51134e+25	2.21813e+02	0.00000e+00	
7.37996e+00	1.27559e+05	3.82390e+15	1.71161e+02	1.78725e+29	3.08076e+02	7.22325e+25	1.71204e+02	6.33360e-04	
2.41042e+00	1.27604e+05	3.82540e+15	2.21813e+02	9.61867e+28	4.93077e+02	4.51310e+25	2.21905e+02	0.00000e+00	
2.41319e+00	1.27877e+05	3.83357e+15	2.21905e+02	9.62319e+28	4.92882e+02	4.51489e+25	2.21997e+02	0.00000e+00	
7.38550e+00	1.27884e+05	3.83363e+15	1.29794e+02	1.71449e+26	1.71204e+02	1.78797e+29	1.71158e+02	6.27976e-04	
7.38589e+00	1.27907e+05	3.83433e+15	1.71158e+02	1.78968e+29	3.07597e+02	7.23449e+25	1.71201e+02	6.27909e-04	
2.41596e+00	1.28150e+05	3.84177e+15	2.21997e+02	9.62770e+28	4.92685e+02	4.51669e+25	2.22089e+02	0.00000e+00	
7.39186e+00	1.28257e+05	3.84481e+15	1.71201e+02	1.79041e+29	3.07117e+02	7.24579e+25	1.71244e+02	6.25299e-04	
2.41874e+00	1.28424e+05	3.84998e+15	2.22089e+02	9.63222e+28	4.92486e+02	4.51852e+25	2.22181e+02	0.00000e+00	
7.39786e+00	1.28609e+05	3.85536e+15	1.71244e+02	1.79113e+29	3.06637e+02	7.25713e+25	1.71286e+02	6.22633e-04	
2.42152e+00	1.28699e+05	3.85822e+15	2.22181e+02	9.63674e+28	4.92285e+02	4.52036e+25	2.22273e+02	0.00000e+00	
7.40390e+00	1.28963e+05	3.86598e+15	1.71286e+02	1.79186e+29	3.06157e+02	7.26852e+25	1.71329e+02	6.19978e-04	
2.42431e+00	1.28974e+05	3.86647e+15	2.22273e+02	9.64126e+28	4.92083e+02	4.52222e+25	2.22365e+02	0.00000e+00	
2.42710e+00	1.29250e+05	3.87475e+15	2.22365e+02	9.64578e+28	4.91878e+02	4.52410e+25	2.22457e+02	0.00000e+00	
7.40998e+00	1.29320e+05	3.87668e+15	1.71329e+02	1.79258e+29	3.05676e+02	7.27996e+25	1.71371e+02	6.14698e-04	
2.42990e+00	1.29527e+05	3.88305e+15	2.22457e+02	9.65030e+28	4.91672e+02	4.52600e+25	2.22548e+02	0.00000e+00	
7.41609e+00	1.29679e+05	3.88744e+15	1.71371e+02	1.79331e+29	3.05194e+02	7.29145e+25	1.71414e+02	6.12074e-04	
7.41713e+00	1.29740e+05	3.88928e+15	1.30157e+02	1.70970e+26	1.71414e+02	1.79404e+29	1.71368e+02	6.10644e-04	
2.43270e+00	1.29805e+05	3.89137e+15	2.22548e+02	9.65483e+28	4.91464e+02	4.52791e+25	2.22640e+02	0.00000e+00	
7.42224e+00	1.30040e+05	3.89827e+15	1.71368e+02	1.79575e+29	3.04712e+02	7.30299e+25	1.71411e+02	6.09459e-04	
2.43551e+00	1.30083e+05	3.89971e+15	2.22640e+02	9.65936e+28	4.91254e+02	4.52985e+25	2.22731e+02	0.00000e+00	
2.43832e+00	1.30362e+05	3.90807e+15	2.22731e+02	9.66389e+28	4.91042e+02	4.53180e+25	2.22823e+02	0.00000e+00	
7.42843e+00	1.30404e+05	3.90918e+15	1.71411e+02	1.79648e+29	3.04229e+02	7.31458e+25	1.71453e+02	6.04261e-04	
2.44113e+00	1.30641e+05	3.91645e+15	2.22823e+02	9.66842e+28	4.90829e+02	4.53378e+25	2.22914e+02	0.00000e+00	
1.30201e+01	1.30707e+05	3.91810e+15	1.09482e+02	2.03257e+26	1.24496e+02	1.94521e+29	1.24479e+02	6.01678e-04	
7.43466e+00	1.30770e+05	3.92015e+15	1.71453e+02	1.79721e+29	3.03745e+02	7.32622e+25	1.71495e+02	6.01074e-04	
2.44395e+00	1.30922e+05	3.92485e+15	2.22914e+02	9.67295e+28	4.90613e+02	4.53577e+25	2.23005e+02	0.00000e+00	
7.44093e+00	1.31139e+05	3.93121e+15	1.71495e+02	1.79794e+29	3.03262e+02	7.33791e+25	1.71537e+02	5.99104e-04	
2.44678e+00	1.31203e+05	3.93328e+15	2.23005e+02	9.67749e+28	4.90396e+02	4.53778e+25	2.23097e+02	0.00000e+00	
2.44961e+00	1.31484e+05	3.94173e+15	2.23097e+02	9.68203e+28	4.90176e+02	4.53981e+25	2.23188e+02	0.00000e+00	
7.44724e+00	1.31510e+05	3.94234e+15	1.71537e+02	1.79868e+29	3.02777e+02	7.34966e+25	1.71579e+02	5.93986e-04	
7.44934e+00	1.31634e+05	3.94604e+15	1.30522e+02	1.70493e+26	1.71579e+02	1.79941e+29	1.71534e+02	5.93757e-04	
2.45245e+00	1.31767e+05	3.95019e+15	2.23188e+02	9.68657e+28	4.89955e+02	4.54186e+25	2.23279e+02	0.00000e+00	
7.45358e+00	1.31883e+05	3.95354e+15	1.71534e+02	1.80112e+29	3.02292e+02	7.36145e+25	1.71576e+02	5.91442e-04	
2.45529e+00	1.32050e+05	3.95868e+15	2.23279e+02	9.69111e+28	4.89732e+02	4.54393e+25	2.23369e+02	0.00000e+00	
7.45997e+00	1.32260e+05	3.96481e+15	1.71576e+02	1.80185e+29	3.01806e+02	7.37329e+25	1.71618e+02	5.88907e-04	
2.45813e+00	1.32334e+05	3.96720e+15	2.23369e+02	9.69565e+28	4.89507e+02	4.54601e+25	2.23460e+02	0.00000e+00	
2.46098e+00	1.32619e+05	3.97573e+15	2.23460e+02	9.70020e+28	4.89281e+02	4.54812e+25	2.23551e+02	0.00000e+00	
7.46640e+00	1.32638e+05	3.97617e+15	1.71618e+02	1.80259e+29	3.01320e+02	7.38519e+25	1.71660e+02	5.83868e-04	
2.46384e+00	1.32904e+05	3.98429e+15	2.23551e+02	9.70475e+28	4.89052e+02	4.55025e+25	2.23642e+02	0.00000e+00	
7.47287e+00	1.33020e+05	3.98761e+15	1.71660e+02	1.80333e+29	3.00833e+02	7.39714e+25	1.71701e+02	5.81363e-04	
2.46670e+00	1.33190e+05	3.99287e+15	2.23642e+02	9.70930e+28	4.88822e+02	4.55239e+25	2.23732e+02	0.00000e+00	
7.47939e+00	1.33404e+05	3.99912e+15	1.71701e+02	1.80407e+29	3.00346e+02	7.40914e+25	1.71743e+02	5.78867e-04	
2.46956e+00	1.33477e+05	4.00147e+15	2.23732e+02	9.71385e+28	4.88590e+02	4.55455e+25	2.23823e+02	0.00000e+00	
7.48213e+00	1.33565e+05	4.00396e+15	1.30888e+02	1.70015e+26	1.71743e+02	1.80481e+29	1.71698e+02	5.76381e-04	
2.47244e+00	1.33765e+05	4.01009e+15	2.23823e+02	9.71840e+28	4.88355e+02	4.55674e+25	2.23913e+02	0.00000e+00	
7.48595e+00	1.33791e+05	4.01072e+15	1.71698e+02	1.80651e+29	2.99859e+02	7.42119e+25	1.71740e+02	5.73905e-04	
2.47531e+00	1.34053e+05	4.01874e+15	2.23913e+02	9.72296e+28	4.88120e+02	4.55894e+25	2.24003e+02	0.00000e+00	
7.49255e+00	1.34180e+05	4.02239e+15	1.71740e+02	1.80725e+29	2.99370e+02	7.43329e+25	1.71781e+02	5.71438e-04	
1.31350e+01	1.34268e+05	4.02487e+15	1.09793e+02	2.02682e+26	1.24479e+02	1.94724e+29	1.24463e+02	5.70358e-04	
2.47819e+00	1.34343e+05	4.02741e+15	2.24003e+02	9.72752e+28	4.87882e+02	4.56116e+25	2.24094e+02	0.00000e+00	
7.49919e+00	1.34572e+05	4.03415e+15	1.71781e+02	1.80800e+29	2.98882e+02	7.44545e+25	1.71822e+02	5.68980e-04	
2.48108e+00	1.34632e+05	4.03610e+15	2.24094e+02	9.73208e+28	4.87642e+02	4.56340e+25	2.24184e+02	0.00000e+00	
2.48397e+00	1.34923e+05	4.04482e+15	2.24184e+02	9.73664e+28	4.87401e+02	4.56566e+25	2.24274e+02	0.00000e+00	
7.50588e+00	1.34967e+05	4.04599e+15	1.71822e+02	1.80874e+29	2.98392e+02	7.45766e+25	1.71863e+02	5.64093e-04	
2.48687e+00	1.35215e+05	4.05355e+15	2.24274e+02	9.74121e+28	4.87158e+02	4.56794e+25	2.24364e+02	0.00000e+00	
7.51262e+00	1.35365e+05	4.05792e+15	1.71863e+02	1.80949e+29	2.97902e+02	7.46992e+25	1.71904e+02	5.61663e-04	
2.48977e+00	1.35507e+05	4.06232e+15	2.24364e+02	9.74578e+28	4.86913e+02	4.57024e+25	2.24454e+02	0.00000e+00	
7.51552e+00	1.35537e+05	4.06306e+15	1.31256e+02	1.69539e+26	1.71904e+02	1.81023e+29	1.71860e+02	5.59243e-04	
7.51940e+00	1.35766e+05	4.06993e+15	1.71860e+02	1.81193e+29	2.97412e+02	7.48223e+25	1.71901e+02	5.58998e-04	
2.49268e+00	1.35800e+05	4.07110e+15	2.24454e+02	9.75035e+28	4.86666e+02	4.57255e+25	2.24544e+02	0.00000e+00	
2.49560e+00	1.36094e+05	4.07991e+15	2.24544e+02	9.75492e+28	4.86417e+02	4.57489e+25	2.24633e+02	0.00000e+00	
7.52623e+00	1.36169e+05	4.08203e+15	1.71901e+02	1.81268e+29	2.96921e+02	7.49460e+25	1.71942e+02	5.54430e-04	
2.49852e+00	1.36389e+05	4.08875e+15	2.24633e+02	9.75949e+28	4.86167e+02	4.57725e+25	2.24723e+02	0.00000e+00	
7.53310e+00	1.36576e+05	4.09421e+15	1.71942e+02	1.81343e+29	2.96430e+02	7.50702e+25	1.71983e+02	5.52036e-04	
2.50144e+00	1.36684e+05	4.09760e+15	2.24723e+02	9.76407e+28	4.85915e+02	4.57962e+25	2.24812e+02	0.00000e+00	
2.50437e+00	1.36980e+05	4.10648e+15	2.24812e+02	9.76865e+28	4.85661e+02	4.58202e+25	2.24902e+02	0.00000e+00	
7.54003e+00	1.36985e+05	4.10649e+15	1.71983e+02	1.81418e+29	2.95938e+02	7.51949e+25	1.72023e+02	5.47277e-04	
2.50731e+00	1.37277e+05	4.11539e+15	2.24902e+02	9.77323e+28	4.85405e+02	4.58444e+25	2.24991e+02	0.00000e+00	
7.54700e+00	1.37398e+05	4.11886e+15	1.72023e+02	1.81493e+29	2.95446e+02	7.53202e+25	1.72064e+02	5.44911e-04	
7.54954e+00	1.37549e+05	4.12337e+15	1.31626e+02	1.69063e+26	1.72064e+02	1.81568e+29	1.72020e+02	5.43954e-04	
2.51025e+00	1.37575e+05	4.12432e+15	2.24991e+02	9.77782e+28	4.85147e+02	4.58687e+25	2.25081e+02	0.00000e+00	
7.55402e+00	1.37814e+05	4.13131e+15	1.72020e+02	1.81737e+29	2.94953e+02	7.54460e+25	1.72061e+02	5.42554e-04	
2.51320e+00	1.37874e+05	4.13328e+15	2.25081e+02	9.78240e+28	4.84888e+02	4.58932e+25	2.25170e+02	0.00000e+00	
1.32556e+01	1.38004e+05	4.13685e+15	1.10105e+02	2.02108e+26	1.24463e+02	1.94927e+29	1.24447e+02	5.40205e-04	
2.51615e+00	1.38174e+05	4.14226e+15	2.25170e+02	9.78699e+28	4.84626e+02	4.59180e+25	2.25259e+02	0.00000e+00	
7.56109e+00	1.38232e+05	4.14386e+15	1.72061e+02	1.81813e+29	2.94460e+02	7.55724e+25	1.72101e+02	5.37866e-04	
2.51911e+00	1.38474e+05	4.15126e+15	2.25259e+02	9.79159e+28	4.84363e+02	4.59429e+25	2.25348e+02	0.00000e+00	
7.56821e+00	1.38654e+05	4.15650e+15	1.72101e+02	1.81888e+29	2.93967e+02	7.56993e+25	1.72141e+02	5.35535e-04	
2.52208e+00	1.38775e+05	4.16029e+15	2.25348e+02	9.79618e+28	4.84098e+02	4.59681e+25	2.25437e+02	0.00000e+00	
2.52505e+00	1.39077e+05	4.16934e+15	2.25437e+02	9.80078e+28	4.83832e+02	4.59934e+25	2.25526e+02	0.00000e+00	
7.57538e+00	1.39079e+05	4.16924e+15	1.72141e+02	1.81964e+29	2.93472e+02	7.58268e+25	1.72181e+02	5.30899e-04	
2.52803e+00	1.39380e+05	4.17842e+15	2.25526e+02	9.80538e+28	4.83563e+02	4.60189e+25	2.25614e+02	0.00000e+00	
7.58260e+00	1.39507e+05	4.18208e+15	1.72181e+02	1.82040e+29	2.92978e+02	7.59548e+25	1.72221e+02	5.28594e-04	
7.58421e+00	1.39603e+05	4.18495e+15	1.31997e+02	1.68588e+26	1.72221e+02	1.82116e+29	1.72179e+02	5.27631e-04	
2.53101e+00	1.39684e+05	4.18753e+15	2.25614e+02	9.80998e+28	4.83293e+02	4.60447e+25	2.25703e+02	0.00000e+00	
7.58987e+00	1.39938e+05	4.19501e+15	1.72179e+02	1.82284e+29	2.92483e+02	7.60833e+25	1.72218e+02	5.26298e-04	
2.53400e+00	1.39988e+05	4.19666e+15	2.25703e+02	9.81458e+28	4.83021e+02	4.60706e+25	2.25792e+02	0.00000e+00	
2.53700e+00	1.40294e+05	4.20582e+15	2.25792e+02	9.81919e+28	4.82747e+02	4.60967e+25	2.25880e+02	0.00000e+00	
7.59720e+00	1.40373e+05	4.20804e+15	1.72218e+02	1.82360e+29	2.91987e+02	7.62124e+25	1.72258e+02	5.21730e-04	
2.54000e+00	1.40600e+05	4.21500e+15	2.25880e+02	9.82380e+28	4.82472e+02	4.61230e+25	2.25969e+02	0.00000e+00	
7.60458e+00	1.40811e+05	4.22117e+15	1.72258e+02	1.82437e+29	2.91491e+02	7.63421e+25	1.72298e+02	5.19459e-04	
2.54301e+00	1.40907e+05	4.22421e+15	2.25969e+02	9.82841e+28	4.82194e+02	4.61496e+25	2.26057e+02	0.00000e+00	
2.54602e+00	1.41215e+05	4.23345e+15	2.26057e+02	9.83303e+28	4.81915e+02	4.61763e+25	2.26145e+02	0.00000e+00	
7.61202e+00	1.41253e+05	4.23441e+15	1.72298e+02	1.82513e+29	2.90995e+02	7.64723e+25	1.72337e+02	5.14942e-04	
2.54904e+00	1.41524e+05	4.24271e+15	2.26145e+02	9.83764e+28	4.81635e+02	4.62032e+25	2.26233e+02	0.00000e+00	
7.61951e+00	1.41698e+05	4.24775e+15	1.72337e+02	1.82589e+29	2.90498e+02	7.66031e+25	1.72377e+02	5.12697e-04	
7.61955e+00	1.41700e+05	4.24782e+15	1.32369e+02	1.68114e+26	1.72377e+02	1.82666e+29	1.72335e+02	5.11444e-04	
2.55207e+00	1.41834e+05	4.25200e+15	2.26233e+02	9.84226e+28	4.81352e+02	4.62304e+25	2.26321e+02	0.00000e+00	
1.33822e+01	1.41926e+05	4.25444e+15	1.10418e+02	2.01535e+26	1.24447e+02	1.95129e+29	1.24431e+02	5.10459e-04	
2.55510e+00	1.42145e+05	4.26131e+15	2.26321e+02	9.84689e+28	4.81067e+02	4.62577e+25	2.26409e+02	0.00000e+00	
7.62706e+00	1.42146e+05	4.26119e+15	1.72335e+02	1.82834e+29	2.90001e+02	7.67344e+25	1.72374e+02	5.08229e-04	
2.55814e+00	1.42457e+05	4.27066e+15	2.26409e+02	9.85151e+28	4.80781e+02	4.62852e+25	2.26497e+02	0.00000e+00	
7.63466e+00	1.42598e+05	4.27473e+15	1.72374e+02	1.82911e+29	2.89503e+02	7.68663e+25	1.72413e+02	5.06008e-04	
2.56119e+00	1.42769e+05	4.28003e+15	2.26497e+02	9.85614e+28	4.80493e+02	4.63130e+25	2.26585e+02	0.00000e+00	
7.64232e+00	1.43053e+05	4.28839e+15	1.72413e+02	1.82988e+29	2.89005e+02	7.69988e+25	1.72452e+02	5.03795e-04	
2.56424e+00	1.43083e+05	4.28942e+15	2.26585e+02	9.86077e+28	4.80204e+02	4.63409e+25	2.26673e+02	0.00000e+00	
2.56730e+00	1.43397e+05	4.29885e+15	2.26673e+02	9.86541e+28	4.79912e+02	4.63690e+25	2.26760e+02	0.00000e+00	
7.65004e+00	1.43512e+05	4.30215e+15	1.72452e+02	1.83065e+29	2.88507e+02	7.71318e+25	1.72491e+02	4.99393e-04	
2.57037e+00	1.43712e+05	4.30830e+15	2.26760e+02	9.87004e+28	4.79619e+02	4.63974e+25	2.26848e+02	0.00000e+00	
7.65557e+00	1.43841e+05	4.31202e+15	1.32743e+02	1.67640e+26	1.72491e+02	1.83142e+29	1.72450e+02	4.97204e-04	
7.65782e+00	1.43975e+05	4.31603e+15	1.72450e+02	1.83310e+29	2.88008e+02	7.72654e+25	1.72489e+02	4.96311e-04	
2.57344e+00	1.44029e+05	4.31778e+15	2.26848e+02	9.87468e+28	4.79324e+02	4.64259e+25	2.26935e+02	0.00000e+00	
2.57652e+00	1.44346e+05	4.32729e+15	2.26935e+02	9.87933e+28	4.79028e+02	4.64547e+25	2.27022e+02	0.00000e+00	
7.66566e+00	1.44441e+05	4.33001e+15	1.72489e+02	1.83387e+29	2.87509e+02	7.73996e+25	1.72527e+02	4.92849e-04	
2.57960e+00	1.44664e+05	4.33683e+15	2.27022e+02	9.88397e+28	4.78729e+02	4.64836e+25	2.27110e+02	0.00000e+00	
7.67356e+00	1.44912e+05	4.34411e+15	1.72527e+02	1.83464e+29	2.87009e+02	7.75344e+25	1.72566e+02	4.90684e-04	
2.58270e+00	1.44983e+05	4.34639e+15	2.27110e+02	9.88862e+28	4.78429e+02	4.65128e+25	2.27197e+02	0.00000e+00	
2.58580e+00	1.45303e+05	4.35599e+15	2.27197e+02	9.89327e+28	4.78127e+02	4.65422e+25	2.27284e+02	0.00000e+00	
7.68152e+00	1.45386e+05	4.35832e+15	1.72566e+02	1.83542e+29	2.86509e+02	7.76697e+25	1.72605e+02	4.86377e-04	
2.58890e+00	1.45624e+05	4.36561e+15	2.27284e+02	9.89793e+28	4.77824e+02	4.65717e+25	2.27371e+02	0.00000e+00	
7.68954e+00	1.45864e+05	4.37265e+15	1.72605e+02	1.83619e+29	2.86008e+02	7.78056e+25	1.72643e+02	4.84235e-04	
2.59202e+00	1.45946e+05	4.37526e+15	2.27371e+02	9.90258e+28	4.77518e+02	4.66015e+25	2.27458e+02	0.00000e+00	
7.69231e+00	1.46029e+05	4.37761e+15	1.33118e+02	1.67168e+26	1.72643e+02	1.83697e+29	1.72602e+02	4.82101e-04	
1.35154e+01	1.46050e+05	4.37806e+15	1.10732e+02	2.00963e+26	1.24431e+02	1.95330e+29	1.24416e+02	4.81551e-04	
2.59514e+00	1.46269e+05	4.38494e+15	2.27458e+02	9.90724e+28	4.77211e+02	4.66315e+25	2.27544e+02	0.00000e+00	
7.69763e+00	1.46346e+05	4.38710e+15	1.72602e+02	1.83864e+29	2.85508e+02	7.79421e+25	1.72640e+02	4.79974e-04	
2.59827e+00	1.46593e+05	4.39465e+15	2.27544e+02	9.91191e+28	4.76903e+02	4.66617e+25	2.27631e+02	0.00000e+00	
7.70578e+00	1.46832e+05	4.40167e+15	1.72640e+02	1.83942e+29	2.85006e+02	7.80792e+25	1.72679e+02	4.77855e-04	
2.60140e+00	1.46918e+05	4.40439e+15	2.27631e+02	9.91657e+28	4.76592e+02	4.66921e+25	2.27718e+02	0.00000e+00	
2.60455e+00	1.47244e+05	4.41416e+15	2.27718e+02	9.92124e+28	4.76280e+02	4.67227e+25	2.27804e+02	0.00000e+00	
7.71400e+00	1.47322e+05	4.41636e+15	1.72679e+02	1.84020e+29	2.84505e+02	7.82169e+25	1.72717e+02	4.73640e-04	
2.60770e+00	1.47570e+05	4.42397e+15	2.27804e+02	9.92591e+28	4.75966e+02	4.67535e+25	2.27890e+02	0.00000e+00	
7.72228e+00	1.47816e+05	4.43117e+15	1.72717e+02	1.84099e+29	2.84003e+02	7.83551e+25	1.72755e+02	4.71544e-04	
2.61085e+00	1.47898e+05	4.43380e+15	2.27890e+02	9.93059e+28	4.75650e+02	4.67845e+25	2.27977e+02	0.00000e+00	
2.61402e+00	1.48227e+05	4.44366e+15	2.27977e+02	9.93527e+28	4.75333e+02	4.68157e+25	2.28063e+02	0.00000e+00	
7.72979e+00	1.48264e+05	4.44462e+15	1.33495e+02	1.66696e+26	1.72755e+02	1.84177e+29	1.72714e+02	4.67374e-04	
7.73063e+00	1.48314e+05	4.44611e+15	1.72714e+02	1.84344e+29	2.83500e+02	7.84940e+25	1.72752e+02	4.67140e-04	
2.61719e+00	1.48557e+05	4.45355e+15	2.28063e+02	9.93995e+28	4.75014e+02	4.68472e+25	2.28149e+02	0.00000e+00	
7.73905e+00	1.48817e+05	4.46118e+15	1.72752e+02	1.84422e+29	2.82998e+02	7.86334e+25	1.72790e+02	4.65300e-04	
2.62037e+00	1.48888e+05	4.46347e+15	2.28149e+02	9.94463e+28	4.74693e+02	4.68788e+25	2.28235e+02	0.00000e+00	
2.62355e+00	1.49220e+05	4.47342e+15	2.28235e+02	9.94932e+28	4.74371e+02	4.69107e+25	2.28321e+02	0.00000e+00	
7.74753e+00	1.49324e+05	4.47637e+15	1.72790e+02	1.84501e+29	2.82495e+02	7.87735e+25	1.72828e+02	4.61174e-04	
2.62675e+00	1.49553e+05	4.48341e+15	2.28321e+02	9.95401e+28	4.74047e+02	4.69428e+25	2.28407e+02	0.00000e+00	
7.75609e+00	1.49835e+05	4.49170e+15	1.72828e+02	1.84580e+29	2.81991e+02	7.89141e+25	1.72865e+02	4.59122e-04	
2.62995e+00	1.49887e+05	4.49343e+15	2.28407e+02	9.95871e+28	4.73721e+02	4.69751e+25	2.28492e+02	0.00000e+00	
2.63316e+00	1.50223e+05	4.50347e+15	2.28492e+02	9.96341e+28	4.73394e+02	4.70075e+25	2.28578e+02	0.00000e+00	
7.76472e+00	1.50351e+05	4.50716e+15	1.72865e+02	1.84658e+29	2.81487e+02	7.90553e+25	1.72903e+02	4.55040e-04	
1.36556e+01	1.50390e+05	4.50818e+15	1.11047e+02	2.00392e+26	1.24416e+02	1.95531e+29	1.24402e+02	4.54266e-04	
7.76804e+00	1.50549e+05	4.51310e+15	1.33874e+02	1.66225e+26	1.72903e+02	1.84738e+29	1.72863e+02	4.54025e-04	
2.63638e+00	1.50559e+05	4.51356e+15	2.28578e+02	9.96811e+28	4.73064e+02	4.70403e+25	2.28664e+02	0.00000e+00	
7.77342e+00	1.50871e+05	4.52275e+15	1.72863e+02	1.84904e+29	2.80983e+02	7.91972e+25	1.72900e+02	4.53010e-04	
2.63961e+00	1.50896e+05	4.52367e+15	2.28664e+02	9.97281e+28	4.72734e+02	4.70732e+25	2.28749e+02	0.00000e+00	
2.64284e+00	1.51235e+05	4.53381e+15	2.28749e+02	9.97752e+28	4.72401e+02	4.71063e+25	2.28834e+02	0.00000e+00	
7.78220e+00	1.51395e+05	4.53848e+15	1.72900e+02	1.84983e+29	2.80479e+02	7.93396e+25	1.72937e+02	4.48971e-04	
2.64608e+00	1.51574e+05	4.54399e+15	2.28834e+02	9.98223e+28	4.72067e+02	4.71397e+25	2.28920e+02	0.00000e+00	
2.64933e+00	1.51915e+05	4.55420e+15	2.28920e+02	9.98694e+28	4.71731e+02	4.71732e+25	2.29005e+02	0.00000e+00	
7.79105e+00	1.51925e+05	4.55434e+15	1.72937e+02	1.85062e+29	2.79974e+02	7.94827e+25	1.72974e+02	4.44960e-04	
2.65259e+00	1.52256e+05	4.56444e+15	2.29005e+02	9.99166e+28	4.71393e+02	4.72070e+25	2.29090e+02	0.00000e+00	
7.79997e+00	1.52459e+05	4.57035e+15	1.72974e+02	1.85142e+29	2.79469e+02	7.96263e+25	1.73011e+02	4.42965e-04	
2.65585e+00	1.52599e+05	4.57472e+15	2.29090e+02	9.99638e+28	4.71054e+02	4.72410e+25	2.29175e+02	0.00000e+00	
7.80707e+00	1.52884e+05	4.58310e+15	1.34254e+02	1.65754e+26	1.73011e+02	1.85221e+29	1.72972e+02	4.40977e-04	
2.65913e+00	1.52943e+05	4.58503e+15	2.29175e+02	1.00011e+29	4.70713e+02	4.72752e+25	2.29260e+02	0.00000e+00	
7.80897e+00	1.52998e+05	4.58651e+15	1.72972e+02	1.85387e+29	2.78963e+02	7.97706e+25	1.73009e+02	4.38995e-04	
2.66241e+00	1.53288e+05	4.59538e+15	2.29260e+02	1.00058e+29	4.70371e+02	4.73096e+25	2.29344e+02	0.00000e+00	
7.81805e+00	1.53541e+05	4.60280e+15	1.73009e+02	1.85467e+29	2.78458e+02	7.99155e+25	1.73046e+02	4.37021e-04	
2.66570e+00	1.53634e+05	4.60576e+15	2.29344e+02	1.00106e+29	4.70027e+02	4.73443e+25	2.29429e+02	0.00000e+00	
2.66900e+00	1.53982e+05	4.61617e+15	2.29429e+02	1.00153e+29	4.69681e+02	4.73791e+25	2.29513e+02	0.00000e+00	
7.82721e+00	1.54089e+05	4.61924e+15	1.73046e+02	1.85547e+29	2.77951e+02	8.00610e+25	1.73082e+02	4.33093e-04	
2.67231e+00	1.54330e+05	4.62662e+15	2.29513e+02	1.00200e+29	4.69334e+02	4.74142e+25	2.29598e+02	0.00000e+00	
7.83645e+00	1.54643e+05	4.63584e+15	1.73082e+02	1.85627e+29	2.77445e+02	8.02071e+25	1.73119e+02	4.31139e-04	
2.67563e+00	1.54680e+05	4.63710e+15	2.29598e+02	1.00248e+29	4.68984e+02	4.74495e+25	2.29682e+02	0.00000e+00	
1.38034e+01	1.54965e+05	4.64531e+15	1.11364e+02	1.99823e+26	1.24402e+02	1.95732e+29	1.24388e+02	4.29192e-04	
2.67895e+00	1.55031e+05	4.64762e+15	2.29682e+02	1.00295e+29	4.68634e+02	4.74850e+25	2.29767e+02	0.00000e+00	
7.84577e+00	1.55202e+05	4.65259e+15	1.73119e+02	1.85707e+29	2.76938e+02	8.03539e+25	1.73155e+02	4.27252e-04	
7.84693e+00	1.55271e+05	4.65466e+15	1.34635e+02	1.65284e+26	1.73155e+02	1.85787e+29	1.73116e+02	4.26310e-04	
2.68229e+00	1.55383e+05	4.65817e+15	2.29767e+02	1.00343e+29	4.68281e+02	4.75207e+25	2.29851e+02	0.00000e+00	
2.68563e+00	1.55736e+05	4.66876e+15	2.29851e+02	1.00390e+29	4.67927e+02	4.75567e+25	2.29935e+02	0.00000e+00	
7.85518e+00	1.55765e+05	4.66949e+15	1.73116e+02	1.85953e+29	2.76431e+02	8.05013e+25	1.73153e+02	4.23391e-04	
2.68898e+00	1.56090e+05	4.67938e+15	2.29935e+02	1.00438e+29	4.67572e+02	4.75928e+25	2.30019e+02	0.00000e+00	
7.86466e+00	1.56334e+05	4.68654e+15	1.73153e+02	1.86033e+29	2.75924e+02	8.06493e+25	1.73189e+02	4.21470e-04	
2.69234e+00	1.56446e+05	4.69004e+15	2.30019e+02	1.00485e+29	4.67215e+02	4.76292e+25	2.30103e+02	0.00000e+00	
2.69571e+00	1.56803e+05	4.70074e+15	2.30103e+02	1.00533e+29	4.66856e+02	4.76658e+25	2.30186e+02	0.00000e+00	
7.87424e+00	1.56909e+05	4.70376e+15	1.73189e+02	1.86114e+29	2.75416e+02	8.07979e+25	1.73225e+02	4.17649e-04	
2.69909e+00	1.57161e+05	4.71148e+15	2.30186e+02	1.00581e+29	4.66495e+02	4.77027e+25	2.30270e+02	0.00000e+00	
7.88390e+00	1.57488e+05	4.72114e+15	1.73225e+02	1.86195e+29	2.74909e+02	8.09472e+25	1.73261e+02	4.15748e-04	
